"ID","Nom","Synonymes_existants","Code","Bdd","Comment_les_eviter_?","Qu'est-ce_que_j'en_fais_?","Que_va-t-il_devenir_?","nom_eco_organisme","filieres_REP"
"286","Produits phytopharmaceutiques non utilisés","Produit phytopharmaceutique non utilisé","ADEME_DDS","sinoe","Vous pouvez jardiner autrement. Réduisez l'usage des produits phytosanitaires tout en préservant le bon développement des végétaux : le jardinage responsable. Si toutefois l'utilisation de ces produits est inévitable, N'achetez que la quantité nécessaire. Lisez bien la notice d'utilisation et utilisez-les sans dépasser la dose préconisée.","Rapportez vos produits phytosanitaires au revendeur ou au distributeur.<br /><br />Sinon, apportez-les en déchèterie dans leur emballage d'origine.","Une fois convenablement conditionnés, les produits phytosanitaires sont envoyés vers un incinérateur de produits dangereux où ils seront détruits (avec le plus souvent récupération de chaleur pour produire de l'énergie) ou enfouis dans une installation de stockage de déchets dangereux.",,
"290","PVC (Polychlorure de vinyle)",,"ADEME_BTP","sinoe",,"Faites enlever ces déchets par l'entrepreneur qui réalise vos travaux de rénovation. Il les évacuera vers des plateformes dédiées (en contrepartie d'une rémunération fixée par l'entrepreneur lors d'un diagnostic préalable ou en fonction de la quantité évacuée).<br /><br />Déposez-les en déchèterie si vous réalisez des travaux vous-même et que la quantité de déchets à éliminer est limitée. Si les quantités sont trop importantes, faîtes appel à une entreprise spécialisée.","Selon sa nature et son état de conservation, le PVC déposé en déchèterie ou en plate-forme peut être : - réemployé s'il est en bon état (menuiseries, bâches...), - réincorporé dans la chaîne de production (tubes et profilés, bâches, revêtements de sol), - enfoui en installation de stockage de déchets non-dangereux.",,
"293","Radiographie",,"ADEME_RADIO","sinoe",,"Déposez les radiographies en déchèterie (si une borne spécifique existe).<br /><br />Vous pouvez aussi les remettre à un cabinet de radiologie ou une pharmacie qui les acceptent.","Les radiographies sont broyées puis plongées dans un bain d'électrolyse afin de récupérer l'argent qu'elles contiennent. L'argent récupéré est envoyé à un ""affineur-fondeur"" qui le transforme selon les besoins. Le support de la radiographie est incinéré (avec le plus souvent récupération de chaleur pour produire de l'énergie) ou recyclé dans la fabrication de polyester.",,
"294","Rasoir jetable",,"ADEME_BEAUTEETHYGIENE","ademe","Préférez les rasoirs à lame jetable, ce qui vous dispensera de jeter le manche une fois la lame émoussée.","Jetez-le dans la poubelle des ordures ménagères.","Jeté à la poubelle, il suit l'une des filières d'élimination des ordures ménagères : il est incinéré (avec le plus souvent récupération de chaleur pour produire de l'énergie) ou enfoui en installation de stockage de déchets.",,
"296","Répulsif",,"ADEME_DDS","sinoe","Achetez ce produit seulement si vous en avez vraiment l'usage et vérifiez qu'il n'existe pas un produit équivalent moins nocif. N'achetez que la quantité nécessaire. Lisez bien la notice d'utilisation et ne dépassez pas la dose préconisée. Enfin, veuillez à bien utiliser le produit jusqu'au bout.","Qu'il soit vide ou non, apportez-le dans une déchèterie acceptant les déchets ménagers spéciaux et dangereux.","Une fois convenablement conditionnés, les répulsifs sont envoyés vers un incinérateur de déchets dangereux avec le plus souvent récupération de chaleur pour produire de l'énergie (chauffage, électricité).",,
"297","Résines","Résine","ADEME_DDS","sinoe","Achetez en seulement si vous en avez vraiment l'usage. N'achetez que la quantité nécessaire. Lisez bien la notice d'utilisation et ne dépassez pas la dose préconisée. Enfin, veuillez à bien les utiliser jusqu'au bout.","Qu'elles soient vide ou non, apportez-les dans une déchèterie acceptant les déchets ménagers spéciaux et dangereux.","Une fois convenablement conditionnées, les résines sont envoyées vers un incinérateur de déchets dangereux avec le plus souvent récupération de chaleur pour produire de l'énergie (chauffage, électricité).",,
"300","Rollers","Patins","ADEME_PRODUIT","sinoe",,"S'ils sont encore en bon état, remettez-les à une structure de réemploi ou revendez-les.<br /><br />Sinon apportez-les en déchèterie.","Remis à une structure de réemploi ou revendu comme pièce d'occasion, vos rollers poursuivent une seconde vie.<br/><br/>Déposés en déchèterie, ils suivent l'une des filières d'élimination des ordures ménagères : ils sont incinérés (avec le plus souvent récupération de chaleur pour produire de l'énergie) ou enfouis en installation de stockage de déchets.",,
"301","Rouge à lèvres",,"ADEME_BEAUTEETHYGIENE","ademe","Veillez à choisir des produits portant un logo environnemental. Il atteste que le produit intègre des composants naturels et issus de l'agriculture biologique. Certains vous garantissent également une gestion optimisée des déchets lors de la production.","Jetez-le dans la poubelle des ordures ménagères. L'emballage est le plus souvent constitué d'un mélange de plastiques et reste trop souillé pour être recyclé.","Jeté à la poubelle, il suit l'une des filières d'élimination des ordures ménagères : il est incinéré (avec le plus souvent récupération de chaleur pour produire de l'énergie) ou enfoui en installation de stockage de déchets.",,
"302","Sable","Sable de chantier","ADEME_BTP","sinoe",,"Faites enlever le sable par l'entrepreneur qui réalise vos travaux de rénovation. Il les évacuera vers des plateformes dédiées (en contrepartie d'une rémunération fixée lors du devis initial ou en fonction de la quantité évacuée).<br /><br />Déposez-le en déchèterie si vous réalisez des travaux vous-même et que la quantité de sable à éliminer est limitée. Si les quantités sont trop importantes, faîtes appel à une entreprise spécialisée.","Le sable déposé en déchèterie, ou directement sur plate-forme de tri peut être en grande partie valorisé comme matériaux de construction de Travaux Publics (remblais, routes...) ou dans le cadre de réaménagement de carrière. A défaut, il est enfoui en installation de stockage de déchets inertes.",,
"304","Sac isotherme",,"ADEME_SAC","ademe",,"Échangez-le gratuitement dans votre grande surface lorsque cette dernière propose cette solution.<br /><br />Sinon, jetez-le dans la poubelle des ordures ménagères.","Jeté à la poubelle, le sac suit l'une des filières d'élimination des ordures ménagères : il est incinéré (avec le plus souvent récupération de chaleur pour produire de l'énergie) ou enfoui en installation de stockage de déchets.",,
"305","Sac plastique jetable biodégradable","Poche plastique jetable biodégradable","ADEME_PLASTIQUE","ademe","Utilisez de préférence des sacs réutilisables plutôt que des sacs à usage unique, même biodégradables. Réutilisez votre sac autant de fois que possible avant de le jeter.","Compostez-le à domicile ou jetez-le dans un bac de compostage partagé, si cette dernière solution a été mise en place à proximité de votre domicile.<br /><br />Sinon, jetez-le dans la poubelle des ordures ménagères.","Le compost forme un humus qui va renforcer le sol. Jetés à la poubelle, les sacs plastiques biodégradable suivent l'une des filières d'élimination des ordures ménagères : ils sont incinérés (avec le plus souvent récupération de chaleur pour produire de l'énergie) ou enfouis en installation de stockage de déchets.",,
"307","Sac poubelle","Poubelle","ADEME_SAC","ademe",,"Jetez-le dans la poubelle correspondant aux déchets qu'il contient.","Le sac suit l'une des filières de gestion des ordures ménagères : il est trié ou incinéré (avec le plus souvent récupération de chaleur pour produire de l'énergie) ou enfoui en installation de stockage de déchets.",,
"309","Sachet de thé","Thé en sachet","ADEME_ALIMENTS","ademe","Beaucoup de résidus alimentaires peuvent être valorisés par compostage : épluchures, coquilles d'oeufs, marc de café, filtres en papier, pain, laitages, croûtes de fromages, fanes de légumes, fruits et légumes abîmés, etc. Faire votre compost vous permettra d'obtenir un amendement naturel pour votre jardin ou vos plantes en pots.","Compostez vos sachets de thé à domicile ou jetez-les dans un bac de compostage partagé, si cette dernière solution a été mise en place à proximité de votre domicile.<br /><br />Sinon, jetez-les dans la poubelle des ordures ménagères.","Le compost, utilisé comme amendement biologique, contribue à améliorer la structure et la fertilité du sol. Jetés à la poubelle, vos sachets suivent l'une des filières d'élimination des ordures ménagères : ils sont incinérés (avec le plus souvent récupération de chaleur pour produire de l'énergie) ou enfouis en installation de stockage de déchets.",,
"313","Seringue avec aiguille","Seringue avec aiguille solidaire / Seringue pré-remplie","ADEME_DASRI","ademe",,"Mettez-la dans une boîte à aiguilles jaune à couvercle vert (BAA), remise gratuitement aux patients en autotraitement sur simple présentation d'une ordonnance, par le biais de toutes les pharmacies (d'officine ou hospitalière). Une fois la boîte pleine, rapportez-la dans un point de collecte qui l'accepte (pharmacie d'officine ou hospitalière, déchèterie, laboratoire de biologie médicale, borne automatisée sur la voie publique, local municipal...).","Les boîtes pleines déposées en point de collecte sont temporairement stockées puis prises en charge par des entreprises de transport spécialisées. Ces dernières les remettent aux opérateurs de traitement qui les incinèrent (avec valorisation énergétique) dans des installations spécialisées ou les prétraitent afin de les éliminer comme déchets non-dangereux (incinérateur ou installation de stockage de déchets non-dangereux).",,
"314","Seringue sans aiguille (contaminée)","Seringue sans aiguille (non-contaminée)","ADEME_DASRI","ademe",,"Jetez-la dans un conteneur spécifique de couleur majoritairement jaune à usage unique (sac plastique, conteneur carton ou fûts plastiques).","Les conteneurs spécifiques sont collectés puis pris en charge par des entreprises de transport agréées. Ces dernières les remettent aux opérateurs de traitement qui les incinèrent dans des installations spécialisées ou les pré-traitent afin de les éliminer comme déchets non-dangereux (incinérateur ou installation de stockage de déchets non-dangereux).",,
"316","Serviette en papier",,"ADEME_PAPIER","ademe","Préférez des produits portant l'Écolabel Européen, qui vous indique que les serviettes sont composées de fibres recyclées ou issues de forêts gérées durablement.","Compostez vos serviettes en papier à domicile ou jetez-les dans un bac de compostage partagé, si cette dernière solution a été mise en place à proximité de votre domicile.<br /><br />Sinon, jetez vos serviettes en papier dans la poubelle des ordures ménagères.","Les matières en compostage sont transformées, en présence d'oxygène et d'eau, par de nombreux organismes de tailles variées. Les déchets perdent leur aspect d'origine et deviennent compost. Ce produit va contribuer, dans le sol, à renforcer le stock d'humus.<br/><br/>Jetées à la poubelle, les serviettes suivent l'une des filières d'élimination des ordures ménagères : elles sont incinérées (avec le plus souvent récupération de chaleur pour produire de l'énergie) ou enfouies en installation de stockage de déchets.",,
"318","Serviette hygiénique",,"ADEME_BEAUTEETHYGIENE","ademe","Veillez à choisir des produits écolabellisés. Le logo ""Nordic Swan"" garantit ainsi une réduction des déchets générés pendant la production et l'emballage ou l'utilisation de matières premières récupérées au fil du procédé de production.","Jetez-la dans la poubelle des ordures ménagères.","Jetée à la poubelle, elle suit l'une des filières d'élimination des ordures ménagères : elle est incinérée (avec le plus souvent récupération de chaleur pour produire de l'énergie) ou enfouie en installation de stockage de déchets.",,
"319","Set de transfert","Adaptateur de flacon","ADEME_DASRI","ademe",,"Mettez-le dans une boîte à aiguilles jaune à couvercle vert (BAA), remise gratuitement aux patients en autotraitement sur simple présentation d'une ordonnance, par le biais de toutes les pharmacies (d'officine ou hospitalière). Une fois la boîte pleine, rapportez-la dans un point de collecte qui l'accepte (pharmacie d'officine ou hospitalière, déchèterie, laboratoire de biologie médicale, borne automatisée sur la voie publique, local municipal...).","Les boîtes pleines déposées en point de collecte sont temporairement stockées puis prises en charge par des entreprises de transport spécialisées. Ces dernières les remettent aux opérateurs de traitement qui les incinèrent (avec valorisation énergétique) dans des installations spécialisées ou les prétraitent afin de les éliminer comme déchets non-dangereux (incinérateur ou installation de stockage de déchets non-dangereux).",,
"321","Siège auto","Siège voiture","ADEME_AUTOMOBILE","sinoe",,"S'il est encore en bon état, remettez-le à une structure de réemploi ou revendez-le.<br /><br />Sinon, apportez-le en déchèterie.","Remis à une structure de réemploi ou revendu, votre appareil poursuit une seconde vie.<br/><br/>Les accessoires déposés en déchèterie ou en casse sont triés et, selon leur nature, réorientés vers une filière de recyclage pour faire l'objet d'une valorisation matière (métaux et plastiques), la filière des ordures ménagères pour être incinérés (avec le plus souvent récupération de chaleur pour produire de l'énergie) ou être enfouis en installation de stockage de déchets.",,
"323","Skate-board","Planche à roulettes / Skate","ADEME_PRODUIT","sinoe",,"Si le produit est encore en bon état, remettez-le à une structure de réemploi ou revendez-le.<br /><br />Sinon, apportez-le en déchèterie.","Remis à une structure de réemploi ou revendu, votre skateboard poursuit une seconde vie.<br/><br/>Déposé en déchèterie, il suit l'une des filières d'élimination des ordures ménagères : il est incinéré (avec le plus souvent récupération de chaleur pour produire de l'énergie) ou enfoui en installation de stockage de déchets.",,
"324","Solvant","Diluant","ADEME_DDS","sinoe","Achetez ce produit seulement si vous en avez vraiment l'usage et vérifiez qu'il n'existe pas un produit équivalent moins nocif. N'achetez que la quantité nécessaire. Lisez bien la notice d'utilisation et ne dépassez pas la dose préconisée. Enfin, veuillez à bien utiliser le produit jusqu'au bout.","Qu'il soit vide ou non, apportez-le dans une déchèterie acceptant les déchets ménagers spéciaux et dangereux.","Une fois convenablement conditionnés, les solvants sont dirigés vers des filières autorisées de traitement. Une partie sera régénérée. Le reste sera envoyé vers un incinérateur de déchets dangereux avec le plus souvent récupération de chaleur pour produire de l'énergie (chauffage, électricité).",,
"325","Soude",,"ADEME_DDS","sinoe","Achetez ce produit seulement si vous en avez vraiment l'usage et vérifiez qu'il n'existe pas un produit équivalent moins nocif. N'achetez que la quantité nécessaire. Lisez bien la notice d'utilisation et ne dépassez pas la dose préconisée. Enfin, veuillez à bien utiliser le produit jusqu'au bout.","Qu'elle soit vide ou non, apportez-la dans une déchèterie acceptant les déchets ménagers spéciaux et dangereux.","Une fois convenablement conditionnée, la soude est dirigée vers des filières autorisées de traitement. Une partie sera régénérée. Le reste sera envoyé vers un incinérateur de déchets dangereux avec le plus souvent récupération de chaleur pour produire de l'énergie (chauffage, électricité).",,
"326","Stylo à bille","Stylo bille","ADEME_FOURNITURE","ademe","Préférez des produits portant un logo environnemental. Certains logos vous garantissent l'utilisation de matière recyclée ou renouvelable dans le produit.","Jetez-le dans la poubelle des ordures ménagères.","Jeté à la poubelle, il suit l'une des filières d'élimination des ordures ménagères : il est incinéré (avec le plus souvent récupération de chaleur pour produire de l'énergie) ou enfoui en installation de stockage de déchets.",,
"327","Stylo avec aiguille (médical)",,"ADEME_DASRI","ademe",,"Mettez-le dans une boîte à aiguilles jaune à couvercle vert (BAA), remise gratuitement aux patients en autotraitement sur simple présentation d'une ordonnance, par le biais de toutes les pharmacies (d'officine ou hospitalière). Une fois la boîte pleine, rapportez-la dans un point de collecte qui l'accepte (pharmacie d'officine ou hospitalière, déchèterie, laboratoire de biologie médicale, borne automatisée sur la voie publique, local municipal...).","Les boîtes pleines déposées en point de collecte sont temporairement stockées puis prises en charge par des entreprises de transport spécialisées. Ces dernières les remettent aux opérateurs de traitement qui les incinèrent (avec valorisation énergétique) dans des installations spécialisées ou les prétraitent afin de les éliminer comme déchets non-dangereux (incinérateur ou installation de stockage de déchets non-dangereux).",,
"328","Stylo-plume",,"ADEME_FOURNITURE","ademe","Préférez des produits portant un logo environnemental. Certains logos vous garantissent l'utilisation de matière recyclée ou renouvelable dans le produit.","Jetez-le dans la poubelle des ordures ménagères.","Jeté à la poubelle, il suit l'une des filières d'élimination des ordures ménagères : il est incinéré (avec le plus souvent récupération de chaleur pour produire de l'énergie) ou enfoui en installation de stockage de déchets.",,
"329","Table à repasser","Planche à repasser","ADEME_PRODUIT","sinoe",,"Si elle est encore en bon état, remettez-la à une structure de réemploi.<br /><br />Sinon, faites-la enlever par le service de votre collectivité chargée des encombrants ou déposez-la en déchèterie.","Remise à une structure de réemploi, votre table à repasser poursuit une seconde vie.<br/><br/>Déposée en déchèterie ou enlevée par les encombrants, elle sera démantelée et ses différents composants recyclables récupérés (métaux). Les substances non-récupérables suivent la filière des ordures ménagères : elles sont incinérées (avec le plus souvent récupération de chaleur pour produire de l'énergie) ou enfouies dans des installations de stockage de déchets.",,
"330","Tableau en ardoise",,"ADEME_FOURNITURE","ademe",,"S'il est encore en bon état, remettez-le à une structure de réemploi ou revendez-le.<br /><br />Sinon faites-le enlever par le service de votre collectivité chargé des encombrants ou déposez-le en déchèterie.","Remis à une structure de réemploi, votre tableau poursuit une seconde vie.<br/><br/>Déposé en déchèterie ou enlevé par les encombrants, il sera démantelé et ses différents composants recyclables récupérés (bois et métaux). L'ardoise pourra être réutilisée pour l'aménagement d'installations routières (remblais). A défaut l'ardoise et les autres substances non-récupérables sont incinérées (avec le plus souvent récupération de chaleur pour produire de l'énergie) ou enfouies dans des installations de stockage de déchets.",,
"331","Taille-crayon",,"ADEME_FOURNITURE","ademe","Réutilisez le ! Avant de partir faire vos courses pour la rentrée scolaire, faites le point sur l'état du matériel de l'année passée. Vous n'avez peut-être pas besoin de tout racheter. Évitez les modèles ""fantaisie"" très vite démodés.","Remettez-le à une structure de réemploi s'il est encore en bon état ou à une association qui collecte des fournitures scolaires.<br /><br />Sinon, jetez-le dans la poubelle des ordures ménagères.","Remis à une structure de réemploi, votre taille-crayon poursuit une seconde vie. Jeté à la poubelle, il suit l'une des filières d'élimination des ordures ménagères : il est incinéré (avec le plus souvent récupération de chaleur pour produire de l'énergie) ou enfoui en installation de stockage de déchets.",,
"332","Tampon hygiénique",,"ADEME_BEAUTEETHYGIENE","ademe","Veillez à choisir des produits écolabellisés. Le logo ""Nordic Swan"" garantit ainsi une réduction des déchets générés pendant la production et l'emballage ou l'utilisation de matières premières récupérées au fil du procédé de production.","Jetez-le dans la poubelle des ordures ménagères.","Jeté à la poubelle, il suit l'une des filières d'élimination des ordures ménagères : il est incinéré (avec le plus souvent récupération de chaleur pour produire de l'énergie) ou enfoui en installation de stockage de déchets.",,
"336","Terre",,"ADEME_BTP","sinoe",,"Faites enlever la terre par l'entrepreneur qui réalise vos travaux de rénovation. Il les évacuera vers des plateformes dédiées (en contrepartie d'une rémunération fixée lors du devis initial ou en fonction de la quantité évacuée).<br /><br />Déposez-la en déchèterie si vous réalisez des travaux vous-même et que la quantité à éliminer est limitée. Si les quantités sont trop importantes, faîtes appel à une entreprise spécialisée.","La terre de déblai déposée en déchèterie, ou directement sur plate-forme de tri peut être en grande partie valorisée comme matériaux de Travaux Publics (remblais, assises routière...) ou dans le cadre de réaménagement de carrière. A défaut, elle est enfouie en installation de stockage de déchets inertes. Attention, la terre végétale n'est pas un déchet inerte. Elle peut toutefois être valorisée en aménagements paysagers.",,
"337","Terreau",,"ADEME_PRODUIT","sinoe","N'achetez que la quantité nécessaire et privilégiez l'achat d'amendements porteurs de l'Écolabel Européen. Lisez bien la notice d'utilisation et utilisez le produit sans dépasser la dose préconisée.","Réutilisez le terreau dans votre jardin ou pour vos plantes en pots (ou à donner à une connaissance si vous n'en avez plus l'usage).<br /><br />Sinon, apportez-le en déchèterie.","Le terreau déposé en déchèterie fait l'objet d'une valorisation biologique (production de compost, méthanisation).",,
"338","Test de grossesse",,"ADEME_PRODUIT","ademe",,"Jetez-le dans la poubelle des ordures ménagères.","Jeté à la poubelle, il suit l'une des filières d'élimination des ordures ménagères : il est incinéré (avec le plus souvent récupération de chaleur pour produire de l'énergie) ou enfoui en installation de stockage de déchets.",,
"340","Thermomètre à alcool",,"ADEME_PRODUIT","ademe",,"Jetez-le dans la poubelle des ordures ménagères. Les thermomètres à alcool sont essentiellement composés de plastiques non-collectés séparément. La faible quantité d'alcool qu'ils contiennent présente très peu de risque pour la santé et l'environnement.","Le thermomètre jeté suit l'une des filières d'élimination des ordures ménagères : il est incinéré (avec le plus souvent récupération de chaleur pour produire de l'énergie) ou enfoui en installation de stockage de déchets.",,
"341","Thermomètre à mercure",,"ADEME_DDS","sinoe","La vente des thermomètres à mercure est interdite en France depuis le 1er mars 1999.","Rapportez-le en déchèterie. Les thermomètres à mercure sont dangereux lorsqu'ils libèrent le mercure qu'ils contiennent et ne peuvent donc pas être jetés dans la poubelle des ordures ménagères.","Le mercure (après distillation et affinage sous forme de métal purifié liquide), est revendu aux producteurs de mercure pour des utilisations diverses dans l'industrie chimique.",,
"346","Tondeuse à gazon mécanique",,"ADEME_PRODUIT","sinoe",,"Si elle est encore en bon état, remettez-la à une structure de réemploi ou revendez-la. Vous pouvez la revendre à un ferrailleur. Sinon apportez-la en déchèterie.","Remise à une structure de réemploi ou revendu comme pièce d'occasion, votre tondeuse poursuit une seconde vie. Revendue à un ferrailleur ou déposée en déchèterie, votre tondeuse est reprise par un récupérateur. Le métal qui la compose est fondu et recyclé dans des installations sidérurgiques.",,
"348","Top-case",,"ADEME_AUTOMOBILE","sinoe",,"S'il est encore en bon état, remettez-le à une structure de réemploi ou revendez-le. Sinon apportez-le en déchèterie. Dans le cadre de l'achat d'un produit neuf, rapportez l'ancien à votre revendeur.","Remis à une structure de réemploi ou revendu, votre top-case poursuit une seconde vie. Les accessoires déposés en déchèterie ou en casse sont triés et, selon leur nature, réorientés vers une filière de recyclage pour faire l'objet d'une valorisation matière (métaux et plastiques), la filière des ordures ménagères pour être incinérés (avec le plus souvent récupération de chaleur pour produire de l'énergie) ou être enfouis en installation de stockage de déchets.",,
"399","Triman",,"ADEME_TRIMAN","ademe",,"Depuis janvier 2015, ce nouveau logo a fait son apparition sur certains produits et emballages.<br />Le logo « Triman » indique que le produit ou l'emballage ne doit pas être jeté dans la poubelle des ordures ménagères mais doit être trié ou rapporté dans un point de collecte (bacs en magasins, déchèteries...) pour être recyclé.",,,
"351","Trottinette",,"ADEME_PRODUIT","sinoe",,"Si elle est encore en bon état, remettez-la à une structure de réemploi ou revendez-la.<br /><br />Sinon, apportez-la en déchèterie.","Remise à une structure de réemploi ou revendue comme pièce d'occasion, votre trottinette poursuit une seconde vie. Déposée en déchèterie, elle suit l'une des filières d'élimination des ordures ménagères : elle est incinérée (avec le plus souvent récupération de chaleur pour produire de l'énergie) ou enfouie en installation de stockage de déchets.",,
"353","Tuiles (et terre cuite)",,"ADEME_BTP","sinoe",,"Faites enlever les tuiles par l'entrepreneur qui réalise vos travaux de rénovation. Il les évacuera vers des plateformes dédiées (en contrepartie d'une rémunération fixée lors du devis initial ou en fonction de la quantité évacuée).<br /><br />Déposez-les en déchèterie si vous réalisez des travaux vous-même et que la quantité de tuiles à éliminer est limitée. Si les quantités sont trop importantes, faîtes appel à une entreprise spécialisée.","Déposées en déchèterie, ou directement sur plate-forme de tri, les tuiles seront valorisées comme matériaux de Travaux Publics (remblais, assises routière...) ou dans le cadre de réaménagement de carrière. A défaut, elles seront éliminées en installation de stockage de déchets inertes. Déposées en bon état auprès d'acteurs du réemploi, elles pourront être réutilisées.",,
"356","Vaisselle jetable",,"ADEME_CUISINE","ademe","Si possible, privilégiez la vaisselle lavable et réutilisable (verres, assiettes, couverts ...). A défaut, choisissez de la vaisselle jetable 100 % biodégradable.","Si le carton ou le plastique de la vaisselle est 100 % biodégradable, compostez-la à domicile ou jetez-la dans un bac de compostage partagé, si cette dernière solution a été mise en place à proximité de votre domicile.<br /><br />Sinon, jetez-la dans la poubelle des ordures ménagères.","Les matières en compostage sont transformées, en présence d'oxygène et d'eau, par de nombreux organismes de tailles variées. Les déchets perdent leur aspect d'origine et deviennent compost. Ce produit va contribuer, dans le sol, à renforcer le stock d'humus.<br/><br/>Jetée à la poubelle, votre vaisselle suit l'une des filières d'élimination des ordures ménagères : elle est incinérée (avec le plus souvent récupération de chaleur pour produire de l'énergie) ou enfouie en installation de stockage de déchets.",,
"360","Vernis, laque",,"ADEME_DDS","sinoe","Achetez ce produit seulement si vous en avez vraiment l'usage et vérifiez qu'il n'existe pas un produit équivalent moins nocif. N'achetez que la quantité nécessaire. Lisez bien la notice d'utilisation et ne dépassez pas la dose préconisée. Enfin, veuillez à bien utiliser le produit jusqu'au bout.","Que le produit soit vide ou non, apportez-le dans une déchèterie acceptant les déchets ménagers spéciaux et dangereux.","Une fois convenablement conditionné, le produit est envoyé vers un incinérateur de déchets dangereux avec le plus souvent récupération de chaleur pour produire de l'énergie (chauffage, électricité). Il peut également servir de combustible pour les cimenteries. Le métal des emballages est recyclé.",,
"361","Verre (ayant contenu une bougie)",,"ADEME_VERRE","ademe",,"Jetez-le dans la poubelle des ordures ménagères.","Jeté à la poubelle, le verre suit l'une des filières d'élimination des ordures ménagères : il est incinérée ou enfoui en installation de stockage de déchets.",,
"362","Verre à boire",,"ADEME_VERRE","ademe",,"Jetez-le dans la poubelle des ordures ménagères.","Jeté à la poubelle, le verre suit l'une des filières d'élimination des ordures ménagères : il est incinérée ou enfoui en installation de stockage de déchets.",,
"368","White-spirit","white spirit","ADEME_DDS","sinoe","Achetez ce produit seulement si vous en avez vraiment l'usage et vérifiez qu'il n'existe pas un produit équivalent moins nocif. N'achetez que la quantité nécessaire. Lisez bien la notice d'utilisation et ne dépassez pas la dose préconisée. Enfin, veuillez à bien utiliser le produit jusqu'au bout.","Que le produit soit vide ou non, apportez-le dans une déchèterie acceptant les déchets ménagers spéciaux et dangereux.","Une fois convenablement conditionné, le white spirit est envoyé vers un incinérateur de déchets dangereux avec le plus souvent récupération de chaleur pour produire de l'énergie (chauffage, électricité).",,
"190","Insecticide",,"ADEME_DDS","sinoe","Achetez ce produit seulement si vous en avez vraiment l'usage et vérifiez qu'il n'existe pas un produit équivalent moins nocif. N'achetez que la quantité nécessaire. Lisez bien la notice d'utilisation et ne dépassez pas la dose préconisée. Enfin, veuillez à bien utiliser le produit jusqu'au bout.","Qu'il soit vide ou non, apportez-le dans une déchèterie acceptant les déchets ménagers spéciaux et dangereux.","Une fois convenablement conditionnés, les insecticides sont envoyés vers un incinérateur de déchets dangereux avec le plus souvent récupération de chaleur pour produire de l'énergie (chauffage, électricité).",,
"196","Kit de perfusion","Micro-perfuseur","ADEME_DASRI","ademe",,"Mettez-le dans une boîte à aiguilles jaune à couvercle vert (BAA), remise gratuitement aux patients en autotraitement sur simple présentation d'une ordonnance, par le biais de toutes les pharmacies (d'officine ou hospitalière). Une fois la boîte pleine, rapportez-la dans un point de collecte qui l'accepte (pharmacie d'officine ou hospitalière, déchèterie, laboratoire de biologie médicale, borne automatisée sur la voie publique, local municipal...).","Les boîtes pleines déposées en point de collecte sont temporairement stockées puis prises en charge par des entreprises de transport agréées. Ces dernières les remettent aux opérateurs de traitement qui les incinèrent dans des installations spécialisées ou les prétraitent afin de les éliminer comme déchets non-dangereux (incinérateur ou installation de stockage de déchets non-dangereux).",,
"199","Lancette",,"ADEME_DASRI","ademe",,"Mettez-la dans une boîte à aiguilles jaune à couvercle vert (BAA), remise gratuitement aux patients en autotraitement sur simple présentation d'une ordonnance, par le biais de toutes les pharmacies (d'officine ou hospitalière). Une fois la boîte pleine, rapportez-la dans un point de collecte qui l'accepte (pharmacie d'officine ou hospitalière, déchèterie, laboratoire de biologie médicale, borne automatisée sur la voie publique, local municipal...).","Les boîtes pleines déposées en point de collecte sont temporairement stockées puis prises en charge par des entreprises de transport spécialisées. Ces dernières les remettent aux opérateurs de traitement qui les incinèrent (avec valorisation énergétique) dans des installations spécialisées ou les prétraitent afin de les éliminer comme déchets non-dangereux (incinérateur ou installation de stockage de déchets non-dangereux).",,
"413","Lasure",,"ADEME_DDS","sinoe","Achetez ce produit seulement si vous en avez vraiment l'usage et vérifiez qu'il n'existe pas un produit équivalent moins nocif.<br/>Veillez à choisir des produits portant un logo environnemental. Certains vous garantissent une gestion optimisée des déchets générés lors de la production.<br/>N'achetez que la quantité nécessaire. Lisez bien la notice d'utilisation et ne dépassez pas la dose préconisée.<br/>Veuillez à bien utiliser le produit jusqu'au bout.","Qu'elle soit vide ou non, apportez-la dans une déchèterie acceptant les déchets ménagers spéciaux et dangereux.","Une fois convenablement conditionnée, la lasure est envoyée vers un incinérateur de déchets dangereux avec le plus souvent récupération de chaleur pour produire de l'énergie (chauffage, électricité). Elle peut également servir de combustible pour les cimenteries. Le métal des emballages est recyclé.",,
"202","Légumes abîmés","Poireaux / Fenouils / Carottes / Navets / Pommes de terre / Aubergines / Courgettes","ADEME_ALIMENTS","ademe","Comme beaucoup de résidus alimentaires, les légumes abîmés peuvent être valorisés par compostage. Faire votre compost vous permettra d'obtenir un amendement naturel pour votre jardin ou vos plantes en pots.","Compostez-les à domicile ou jetez-les dans un bac de compostage partagé, si cette dernière solution a été mise en place à proximité de votre domicile. Sinon, jetez-les dans la poubelle des ordures ménagères.","Le compost, utilisé comme amendement biologique, contribue à améliorer la structure et la fertilité du sol. Jetés à la poubelle, les légumes suivent l'une des filières d'élimination des ordures ménagères : ils sont incinérés (avec le plus souvent récupération de chaleur pour produire de l'énergie) ou enfouis en installation de stockage de déchets.",,
